Potencial (V),Negativo,"0,6 ng. mL-1","1,0 ng. mL-1","1,2 ng. mL-1","2,0 ng. mL-1","2,5 ng. mL-1","4,0 ng. mL-1","5,0 ng. mL-1","10,0 ng. mL-1","20,0 ng. mL-1"
"-0,0986708","-6,48365","-7,96831","-7,92804","-6,53009","-11,3319","-7,38189","-9,63784","-9,31561","-12,5309","-12,9594"
"-0,0966744","-6,36981","-7,83345","-7,81541","-6,38399","-11,2184","-7,22223","-9,55743","-9,14986","-12,3903","-12,7928"
"-0,094678","-6,04845","-7,58723","-7,68777","-6,21734","-11,0741","-7,04534","-9,37","-8,94568","-12,2245","-12,5866"
"-0,0926815","-5,81363","-7,35588","-7,54919","-5,98905","-10,8535","-6,80655","-9,18892","-8,66858","-11,9775","-12,3211"
"-0,0906847","-5,67989","-7,17649","-7,42135","-5,80385","-10,6947","-6,47121","-9,0652","-8,4298","-11,7726","-12,0737"
"-0,0886883","-5,54577","-7,02061","-7,26115","-5,46071","-10,505","-6,19234","-8,92791","-8,17122","-11,5472","-11,835"
"-0,0866919","-5,44926","-6,76047","-7,16588","-5,24667","-10,3999","-6,07691","-8,86561","-8,00541","-11,4061","-11,6732"
"-0,0846955","-5,11416","-6,43966","-7,00419","-5,05205","-10,2164","-5,87821","-8,64081","-7,75426","-11,2007","-11,4257"
"-0,082699","-4,93093","-6,28809","-6,9248","-4,91832","-10,0576","-5,7029","-8,51709","-7,53527","-11,0096","-11,2139"
"-0,0807026","-4,63926","-6,08507","-6,77865","-4,70675","-9,87196","-5,46894","-8,36966","-7,26682","-10,7766","-10,9406"
"-0,0787062","-4,43574","-5,90605","-6,60934","-4,50038","-9,66574","-5,22409","-8,2177","-6,97851","-10,5281","-10,6829"
"-0,0767098","-4,07893","-5,79408","-6,51199","-4,34041","-9,55649","-5,07884","-8,15669","-6,80534","-10,3818","-10,5174"
"-0,0747134","-3,87961","-5,5777","-6,40003","-3,99961","-9,42453","-4,91961","-7,98574","-6,47988","-10,2238","-10,2715"
"-0,0727169","-3,77049","-5,19111","-6,28743","-3,74809","-9,22655","-4,57239","-7,81912","-6,16399","-9,99696","-9,98926"
"-0,0707205","-3,64726","-4,95382","-6,16783","-3,42116","-9,06777","-4,14276","-7,69311","-5,94972","-9,78831","-9,73716"
"-0,0687241","-3,44893","-4,75414","-5,97236","-2,94848","-8,83473","-3,52922","-7,50939","-5,51664","-9,51196","-9,4452"
"-0,0667277","-3,41528","-4,52506","-5,92082","-2,86026","-8,76264","-3,36097","-7,48959","-5,33749","-9,40595","-9,32095"
"-0,0647309","-3,2537","-4,24087","-5,78843","-2,69423","-8,60797","-3,23452","-7,29845","-5,13074","-9,22534","-9,08892"
"-0,0627344","-3,09001","-3,90689","-5,681","-2,51669","-8,42034","-3,07913","-7,13493","-4,89419","-9,00574","-8,84216"
"-0,060738","-2,91581","-3,67021","-5,55397","-2,31676","-8,24507","-2,87993","-6,98149","-4,65466","-8,77682","-8,4948"
"-0,0587416","-2,75126","-3,52842","-5,41334","-2,12362","-8,06561","-2,67171","-6,8473","-4,26488","-8,55703","-8,21426"
"-0,0567452","-2,65872","-3,30455","-5,32262","-1,98815","-7,94811","-2,52522","-6,78872","-4,01657","-8,40176","-8,04642"
"-0,0547488","-2,51174","-3,07678","-5,20549","-1,78624","-7,81615","-2,3337","-6,61528","-3,84051","-8,24588","-7,84068"
"-0,0527523","-2,31094","-2,85247","-5,07352","-1,54448","-7,60581","-2,10111","-6,41384","-3,5807","-8,00169","-7,51473"
"-0,0507559","-2,18301","-2,70054","-4,99372","-1,37845","-7,47176","-1,93433","-6,31444","-3,38472","-7,82027","-7,25385"
"-0,0487595","-2,00114","-2,48514","-4,84278","-1,14406","-7,28","-1,6979","-6,16432","-2,97168","-7,51946","-7,0025"
"-0,0467631","-1,87989","-2,34645","-4,72443","-0,90203","-7,14182","-1,51268","-6,07629","-2,6933","-7,31311","-6,81108"
"-0,0447667","-1,71547","-2,13909","-4,58957","-0,70949","-6,99338","-1,29901","-5,89071","-2,49497","-7,14932","-6,54994"
"-0,0427703","-1,57418","-1,94014","-4,27232","-0,55417","-6,84493","-1,13717","-5,74739","-2,29776","-6,97203","-6,32301"
"-0,0407738","-1,39552","-1,71794","-4,05499","-0,34958","-6,66964","-0,84084","-5,5977","-1,93337","-6,68669","-6,06079"
"-0,038777","-1,22986","-1,5039","-3,96611","-0,16014","-6,49848","-0,65692","-5,46222","-1,56868","-6,46763","-5,83007"
"-0,0367806","-1,07768","-1,32822","-3,8696","0,025989","-6,33559","-0,46528","-5,33251","-1,3962","-6,22552","-5,60471"
"-0,0347842","-0,95379","-1,17034","-3,80238","0,187625","-6,23042","-0,31696","-5,06746","-1,27145","-6,01268","-5,39879"
"-0,0327878","-0,71621","-0,93812","-3,70712","0,421978","-6,06134","-0,13986","-4,9464","-0,98464","-5,80188","-5,12377"
"-0,0307913","-0,56812","-0,70936","-3,58608","0,726402","-5,69441","0,056324","-4,8257","-0,67126","-5,59281","-4,87706"
"-0,0287949","-0,4118","-0,48616","-3,44421","0,983099","-5,44098","0,248501","-4,69868","-0,43507","-5,39799","-4,64468"
"-0,0267985","-0,29862","-0,32355","-3,34936","1,100587","-5,33107","0,405932","-4,61976","-0,22647","-5,2304","-4,41178"
"-0,0248021","-0,12949","-0,02336","-3,20893","1,296203","-5,19394","0,792159","-4,4393","0,012682","-5,04941","-4,17872"
"-0,0228057","0,001429","0,150526","-3,13758","1,449809","-5,07084","0,9903","-4,29759","0,201976","-4,88672","-4,02034"
"-0,0208092","0,208961","0,419082","-2,96499","1,755903","-4,64328","1,199384","-4,11766","0,491974","-4,61573","-3,69624"
"-0,0188128","0,304522","0,631897","-2,67455","2,03083","-4,25489","1,379597","-4,03794","0,754053","-4,47665","-3,48844"
"-0,0168164","0,442973","0,781892","-2,46258","2,23397","-4,0557","1,513636","-3,93662","0,978237","-4,28222","-3,28255"
"-0,01482","0,816309","1,049563","-2,33247","2,415005","-3,92745","1,67257","-3,74303","1,233921","-4,00973","-3,04227"
"-0,0128232","1,006595","1,195605","-2,25617","2,609014","-3,8227","1,955498","-3,58259","1,43488","-3,79369","-2,84868"
"-0,0108267","1,163926","1,338944","-2,14956","2,733603","-3,66949","2,283706","-3,44057","1,676324","-3,57652","-2,55709"
"-0,00883032","1,384587","1,662393","-2,03718","2,978651","-3,52081","2,374432","-3,32384","1,882379","-3,40042","-2,24557"
"-0,0068339","1,560164","1,962711","-1,91057","3,199768","-3,35997","2,665524","-3,22581","2,274666","-3,06659","-1,88313"
"-0,00483748","1,744879","2,237719","-1,66658","3,55993","-3,12697","3,077085","-2,80949","2,609693","-2,74673","-1,5657"
"-0,00284106","1,819547","2,474307","-1,50418","3,710386","-3,03232","3,130557","-2,6213","2,804221","-2,64443","-1,27068"
"-0,000844639","1,992632","2,770799","-1,39652","3,891427","-2,8222","3,330343","-2,51177","3,014843","-2,39327","-0,93366"
"0,00115178","2,136253","3,119268","-1,27814","4,208089","-2,63806","3,515109","-2,22349","3,380745","-2,17977","-0,70832"
"0,0031482","2,443338","3,341843","-1,1464","4,470873","-2,4533","3,686674","-1,99749","3,711314","-1,96551","-0,47666"
"0,00514462","2,636851","3,5651","-0,9531","4,718316","-2,23266","4,050461","-1,64066","3,97303","-1,59787","-0,18658"
"0,00714104","2,99525","3,781105","-0,84142","4,902661","-2,07409","4,297569","-1,4161","4,169386","-1,22098","0,041938"
"0,00913746","3,314785","4,02757","-0,69961","5,142435","-1,87428","4,466573","-1,28949","4,538273","-0,9427","0,316459"
"0,0111339","3,477628","4,284443","-0,52772","5,39842","-1,65612","4,796384","-1,13092","5,011651","-0,73992","0,669801"
"0,0131303","3,623235","4,475853","-0,39064","5,605035","-1,46827","5,079962","-1,01751","5,246876","-0,55524","0,972197"
"0,0151271","3,8602","4,912436","-0,18062","5,916059","-1,22578","5,357468","-0,81336","5,552819","-0,32251","1,298359"
"0,0171235","4,075599","5,294735","-0,02276","6,173412","-1,02081","5,587222","-0,61603","5,825135","-0,00853","1,591014"
"0,01912","4,331232","5,605031","0,151693","6,474782","-0,77666","5,870418","-0,39746","6,130166","0,359122","1,941759"
"0,0211164","4,528411","5,87437","0,295106","6,713339","-0,57459","6,112043","-0,23373","6,556574","0,575803","2,259109"
"0,0231128","4,878662","6,168208","0,482277","6,98725","-0,32591","6,399565","-0,04484","7,005682","0,852215","2,614705"
"0,0251092","5,246358","6,523662","0,688326","7,332446","-0,05062","6,73833","0,194759","7,385149","1,172842","3,015253"
"0,0271056","5,529678","6,917345","0,996003","7,664","0,218884","7,06173","0,457257","7,766568","1,480868","3,407865"
"0,0291021","5,811396","7,281966","1,092113","7,967757","0,472516","7,362622","0,68738","8,143054","1,784849","3,797227"
"0,0310985","6,099797","7,643345","1,418069","8,270851","0,711454","7,673784","0,906572","8,540081","2,103273","4,204997"
"0,0330949","6,416393","8,015736","1,703433","8,602797","1,127261","8,023419","1,143292","8,98225","2,461859","4,645553"
"0,0350913","6,773466","8,429473","1,869076","8,985986","1,346011","8,409196","1,415275","9,450297","2,843848","5,115179"
"0,0370877","7,125453","8,871297","2,010964","9,34673","1,65386","8,768466","1,705607","9,898291","3,20326","5,568872"
"0,0390842","7,520486","9,346878","2,428971","9,746122","2,098279","9,163264","2,015737","10,39529","3,616547","6,078659"
"0,041081","7,866047","9,761223","2,767142","10,08908","2,359128","9,517","2,268129","10,79968","3,987598","6,555241"
"0,0430774","8,278791","10,23508","3,022216","10,5017","2,741068","9,954838","2,581766","11,33998","4,444153","7,108649"
"0,0450738","8,680142","10,6937","3,283268","10,92","3,091838","10,37993","2,881791","11,85997","4,882986","7,643014"
"0,0470702","9,116135","11,2163","3,561025","11,35474","3,552775","10,81285","3,231709","12,38938","5,329213","8,197088"
"0,0490667","9,591703","11,78345","3,87507","11,83295","4,053642","11,29053","3,614029","12,99476","5,830018","8,817966"
"0,0510631","10,02808","12,29677","4,162723","12,26089","4,366451","11,73507","3,940439","13,56895","6,299359","9,412507"
"0,0530595","10,49143","12,82903","4,498214","12,71669","4,752466","12,21932","4,292419","14,18446","6,818784","10,04328"
"0,0550559","10,98038","13,38415","4,863401","13,2217","5,165489","12,73685","4,672468","14,81692","7,354811","10,6976"
"0,0570523","11,49072","13,99177","5,223225","13,73368","5,589441","13,2472","5,091245","15,44543","7,892419","11,35997"
"0,0590487","12,06864","14,66703","5,631095","14,3117","6,087209","13,82276","5,565304","16,16351","8,507696","12,08934"
"0,0610452","12,55585","15,2385","5,960813","14,78628","6,512601","14,31431","5,938957","16,80811","9,041047","12,73184"
"0,0630416","13,11766","15,87976","6,388063","15,34195","7,034932","14,89938","6,385595","17,54018","9,672561","13,49032"
"0,065038","13,70647","16,53707","6,845007","15,94458","7,572899","15,51576","6,855108","18,29301","10,3286","14,24257"
"0,0670348","14,31839","17,19931","7,297838","16,55715","8,116061","16,07295","7,366081","19,04028","10,96078","15,03049"
"0,0690312","14,95991","17,87439","7,758311","17,13411","8,692588","16,69576","7,901797","19,83643","11,61997","15,87215"
"0,0710277","15,57835","18,49986","8,212142","17,65528","9,259439","17,31301","8,405554","20,55199","12,29793","16,70051"
"0,0730241","16,22531","19,18357","8,719189","18,25534","9,870223","17,91324","8,934885","21,33435","13,03497","17,54761"
"0,0750205","16,91422","19,8652","9,270358","18,95807","10,52018","18,57041","9,507095","22,11534","13,81734","18,42773"
"0,0770169","17,47081","20,64997","9,784034","19,62159","11,13777","19,20397","10,08878","22,92001","14,49174","19,22212"
"0,0790133","18,19892","21,49473","10,35912","20,32254","11,83554","19,95076","10,74223","23,83482","15,30016","20,20696"
"0,0810098","18,77819","22,30561","10,91649","21,02615","12,51518","20,67588","11,3588","24,74157","16,08059","21,17344"
"0,0830062","19,47549","23,10831","11,5248","21,6012","13,23874","21,46386","12,00439","25,70215","16,94611","22,17208"
"0,0850026","20,23465","23,96572","12,1564","22,36703","13,97243","22,28664","12,66221","26,59709","17,82176","23,19701"
"0,086999","21,02497","24,90119","12,79459","23,13042","14,71248","22,94481","13,36867","27,53614","18,69442","24,22988"
"0,0889954","21,84178","25,783","13,45032","23,97172","15,4975","23,77004","14,11655","28,55436","19,62337","25,28951"
"0,0909919","22,67096","26,7233","14,14316","24,82541","16,31593","24,64724","14,8789","29,61591","20,59808","26,43445"
"0,0929887","23,45932","27,58809","14,82775","25,61351","17,12135","25,49349","15,60701","30,65022","21,56672","27,5292"
"0,0949851","24,31609","28,52715","15,55461","26,52658","17,87266","26,40532","16,36993","31,70803","22,56413","28,62355"
"0,0969815","25,20901","29,58374","16,30601","27,42728","18,61858","27,30849","17,11259","32,77205","23,56989","29,77674"
"0,0989779","26,05395","30,6032","17,0564","28,37003","19,48236","28,24878","17,93081","33,89049","24,60986","30,99799"
"0,100974","26,93734","31,62638","17,82532","29,2967","20,37647","29,21876","18,76345","35,0238","25,63722","32,24293"
"0,102971","27,83185","32,63349","18,4563","30,2407","21,30333","30,21966","19,62478","36,20408","26,75216","33,50026"
"0,104967","28,74365","33,64427","19,25059","31,23914","22,12662","31,22058","20,40243","37,35347","27,85318","34,75243"
"0,106964","29,73716","34,82211","20,1082","32,26974","23,09576","32,25984","21,29768","38,54739","28,94445","36,0582"
"0,10896","30,67124","35,88984","20,91525","33,2595","24,04018","33,26199","22,18847","39,71654","30,02069","37,35521"
"0,110956","31,65484","37,00827","21,8075","34,30001","25,05056","34,33961","23,12876","40,95872","31,20593","38,72389"
"0,112953","32,63966","38,11065","22,75194","35,33927","26,11255","35,44566","24,10822","42,23678","32,44191","40,10391"
"0,114949","33,61707","39,187","23,61128","36,42185","27,1291","36,53938","25,07739","43,47028","33,64223","41,45453"
"0,116946","34,63653","40,39454","24,52887","37,51059","28,18484","37,63804","26,15376","44,71245","34,8617","42,82527"
"0,118943","35,64609","41,55258","25,45473","38,60181","29,25299","38,73666","27,20126","45,98181","36,12986","44,23725"
"0,120939","36,66807","42,70691","26,44448","39,70789","30,35","39,87739","28,25495","47,27347","37,4178","45,67964"
"0,122935","37,75061","43,92927","27,54149","40,87582","31,56248","41,11831","29,39117","48,68391","38,81255","47,19986"
"0,124932","38,71442","44,99328","28,52509","41,96582","32,61615","42,23181","30,41597","49,93474","40,07182","48,57525"
"0,126928","39,77965","46,25403","29,57878","43,12755","33,7709","43,40718","31,59959","51,24254","41,3965","50,03566"
"0,128925","40,82386","47,45782","30,60363","44,28312","34,92358","44,57509","32,75843","52,57004","42,7529","51,51982"
"0,130921","41,88539","48,66658","31,70268","45,46715","36,1113","45,79501","33,9173","53,93462","44,14044","53,04778"
"0,132917","42,93578","49,86423","32,85124","46,63138","37,35059","47,03841","35,09471","55,34019","45,56695","54,57883"
"0,134914","43,96269","50,99503","33,96266","47,81539","38,51563","48,24593","36,25566","56,68382","46,95675","56,06455"
"0,13691","45,02422","52,25699","35,09061","49,00804","39,73016","49,46336","37,52174","58,03115","48,34223","57,57341"
"0,138907","46,07585","53,47935","36,2041","50,19704","40,955","50,67212","38,75482","59,38954","49,76874","59,10502"
"0,140903","47,09781","54,64853","37,33205","51,37115","42,16748","51,88336","39,95698","60,74434","51,18639","60,64173"
"0,1429","48,15562","55,86596","38,55482","52,57373","43,47482","53,16882","41,2313","62,1893","52,69147","62,22894"
"0,144896","49,17632","57,00049","39,74459","53,78991","44,71203","54,42088","42,47268","63,57501","54,15324","63,76466"
"0,146893","50,23662","58,25999","40,95295","55,01599","45,98845","55,67542","43,81299","64,94584","55,61215","65,31884"
"0,148889","51,21895","59,42668","42,07883","56,17527","47,22151","56,86069","45,08115","66,27839","57,05293","66,8438"
"0,150886","52,24709","60,61439","43,29953","57,38897","48,51027","58,12018","46,3802","67,68014","58,55571","68,43872"
"0,152882","53,23565","61,76749","44,545","58,54207","49,82791","59,37595","47,6834","69,09547","60,06636","70,01311"
"0,154878","54,24397","62,897","45,81934","59,79165","51,14351","60,66885","49,01137","70,51209","61,60935","71,59682"
"0,156875","55,2127","64,07251","47,03387","60,96454","52,41372","61,87265","50,37228","71,83973","63,06851","73,11595"
"0,158871","56,13692","65,18097","48,19272","62,07927","53,66536","63,02939","51,69405","73,14865","64,53868","74,63358"
"0,160868","57,08955","66,29818","49,43615","63,25218","54,96651","64,25303","53,03439","74,51946","66,06539","76,21899"
"0,162864","58,02986","67,40919","50,72903","64,39409","56,32536","65,50147","54,40151","75,92378","67,62358","77,80608"
"0,164861","58,90953","68,40149","51,97243","65,51869","57,60588","66,69785","55,71914","77,25486","69,13426","79,32527"
"0,166857","59,82012","69,51372","53,23439","66,65822","58,90498","67,89176","57,13164","78,57514","70,64203","80,85946"
"0,168853","60,63915","70,52446","54,39739","67,68764","60,15045","68,98541","58,47196","79,82095","72,10649","82,33736"
"0,17085","61,51264","71,56007","55,67169","68,80845","61,47221","70,17797","59,86795","81,16216","73,66486","83,91791"
"0,172847","62,27846","72,48304","56,89243","69,7748","62,75684","71,28541","61,19385","82,43514","75,14797","85,39378"
"0,174843","63,04062","73,3602","58,13998","70,79797","64,02086","72,41115","62,53622","83,70716","76,66372","86,87595"
"0,17684","63,82993","74,34007","59,39574","71,8273","65,30964","73,52223","63,95901","84,95162","78,16743","88,36662"
"0,178836","64,49559","75,18878","60,51953","72,70189","66,50566","74,48486","65,2993","86,12216","79,58919","89,76378"
"0,180832","65,17855","76,01034","61,71347","73,62865","67,74061","75,50797","66,65211","87,33216","81,06926","91,23203"
"0,182829","65,80947","76,80095","62,92595","74,46757","68,99236","76,51649","67,99635","88,56068","82,54284","92,67378"
"0,184825","66,39216","77,46784","64,10329","75,2977","70,18635","77,48378","69,30595","89,72486","83,98966","94,08155"
"0,186822","67,03311","78,27703","65,32818","76,18595","71,43176","78,47243","70,73264","90,89527","85,45081","95,49682"
"0,188818","67,48595","78,89176","66,3593","76,84297","72,52277","79,24689","72,01736","91,86905","86,76622","96,74419"
"0,190814","67,99432","79,5177","67,49343","77,59149","73,68534","80,1177","73,34547","92,90946","88,17764","98,11561"
"0,192811","68,42115","80,06824","68,60459","78,20635","74,83831","80,93216","74,63399","93,90676","89,54466","99,42176"
"0,194807","68,8173","80,51635","69,70378","78,82878","75,94953","81,71892","75,90223","94,89635","90,9175","100,7013"
"0,196804","69,20818","81,03338","70,78223","79,44378","77,04054","82,47486","77,24034","95,79838","92,24236","101,9555"
"0,198801","69,48655","81,43932","71,73682","79,90014","78,04912","83,07743","78,49007","96,57649","93,47851","103,1232"
"0,200797","69,76122","81,78689","72,73095","80,38514","79,05926","83,70581","79,7252","97,39446","94,75905","104,3274"
"0,202793","69,99534","82,10189","73,74554","80,80459","80,10878","84,32824","80,98088","98,23959","96,04162","105,5207"
"0,20479","70,14473","82,26176","74,64851","81,11892","81,03061","84,83284","82,12142","98,94216","97,22743","106,5925"
"0,206786","70,32642","82,50203","75,58473","81,48514","81,96669","85,34392","83,3525","99,61041","98,40095","107,6735"
"0,208783","70,41196","82,67284","76,39912","81,70905","82,82858","85,72257","84,52568","100,1622","99,51128","108,6732"
"0,210779","70,48905","82,77432","77,23446","81,9527","83,68446","86,11108","85,67635","100,7546","100,6489","109,7108"
"0,212775","70,49608","82,78919","78,01372","82,04919","84,50088","86,43392","86,7527","101,2595","101,7","110,6644"
"0,214772","70,4652","82,70851","78,76439","82,14446","85,26169","86,72338","87,79209","101,7357","102,737","111,6039"
"0,216768","70,43176","82,6627","79,46736","82,22122","85,96284","86,93014","88,84574","102,1292","103,6936","112,4647"
"0,218765","70,37601","82,63203","80,10493","82,22851","86,64953","87,07608","89,90541","102,4832","104,6354","113,3164"
"0,220761","70,26851","82,46865","80,68628","82,1877","87,24777","87,13919","90,85811","102,7801","105,5213","114,1195"
"0,222758","70,12736","82,29905","81,25743","82,06027","87,84777","87,18014","91,78426","103,0511","106,3626","114,8376"
"0,224754","69,9652","82,03419","81,78108","81,92662","88,38581","87,18122","92,66034","103,2946","107,1731","115,5004"
"0,226751","69,81797","81,81797","82,26169","81,80676","88,85385","87,13297","93,54074","103,4519","107,9056","116,099"
"0,228747","69,6375","81,60257","82,62858","81,58905","89,26642","86,97824","94,38196","103,5223","108,5604","116,6259"
"0,230744","69,47649","81,35378","83,01622","81,42311","89,65831","86,85459","95,18628","103,6114","109,2289","117,1713"
"0,23274","69,24155","81,02473","83,30696","81,10162","89,97365","86,64905","95,875","103,6028","109,7726","117,5729"
